run#	day	points nbr	morning	evening forseen	evening actual
60	7	44	06:12	17:50	17:36                                                                                                                                                                                                                                       
61	1	44	06:16	17:54	17:58                                                                                                                                                                                                                                       
61	2	45	06:07	17:51	17:38                                                                                                                                                                                                                                       
61	3	46	06:18	17:53	17:48                                                                                                                                                                                                                                       
61	4	46	06:19	17:51	17:49                                                                                                                                                                                                                                       
61	5	46	06:15	17:53	17:51                                                                                                                                                                                                                                       
61	6	46	06:17	17:49	17:47                                                                                                                                                                                                                                       
61	7	45	06:19	17:50	17:44                                                                                                                                                                                                                                       
62	1	46	06:15	17:48	17:45                                                                                                                                                                                                                                       
62	2	46	06:11	17:52	17:41                                                                                                                                                                                                                                       
62	3	46	06:22	17:53	17:59                                                                                                                                                                                                                                       
62	4	46	06:18	17:52	17:51                                                                                                                                                                                                                                       
62	5	46	06:19	17:51	17:49                                                                                                                                                                                                                                       
62	6	46	06:16	17:50	17:46                                                                                                                                                                                                                                       
62	7	46	06:15	17:51	17:45                                                                                                                                                                                                                                       
63	1	46	06:20	17:52	17:50                                                                                                                                                                                                                                       
63	2	45	06:15	17:49	17:42                                                                                                                                                                                                                                       
63	3	45	06:17	17:50	17:38                                                                                                                                                                                                                                       
63	4	44	06:21	17:55	17:41                                                                                                                                                                                                                                       
63	5	46	06:15	17:52	17:45                                                                                                                                                                                                                                       
63	6	46	06:08	17:51	17:38                                                                                                                                                                                                                                       
63	7	44	06:12	17:52	17:32                                                                                                                                                                                                                                       
64	1	45	06:18	17:54	17:48                                                                                                                                                                                                                                       
64	2	46	06:16	17:49	17:46                                                                                                                                                                                                                                       
64	3	44	06:22	17:54	17:42                                                                                                                                                                                                                                       
64	4	44	06:15	17:52	17:45                                                                                                                                                                                                                                       
64	5	46	06:15	17:54	17:45                                                                                                                                                                                                                                       
64	6	46	06:21	17:55	17:51                                                                                                                                                                                                                                       
64	7	45	06:19	17:54	17:44                                                                                                                                                                                                                                       
65	1	45	06:16	17:54	17:39                                                                                                                                                                                                                                       
65	2	46	06:15	17:53	17:45                                                                                                                                                                                                                                       
65	3	44	06:17	17:55	17:35                                                                                                                                                                                                                                       
65	4	44	06:23	17:50	17:41                                                                                                                                                                                                                                       
65	5	46	06:17	17:51	17:47                                                                                                                                                                                                                                       
65	6	46	06:20	17:51	17:50                                                                                                                                                                                                                                       
65	7	45	06:19	17:51	17:44                                                                                                                                                                                                                                       
66	1	43	06:19	17:49	17:42                                                                                                                                                                                                                                       
66	2	46	06:15	17:50	17:45                                                                                                                                                                                                                                       
66	3	43	06:14	17:52	17:39                                                                                                                                                                                                                                       
66	4	46	06:18	17:53	17:48                                                                                                                                                                                                                                       
66	5	42	06:17	17:54	17:41                                                                                                                                                                                                                                       
66	6	46	06:15	17:50	17:45                                                                                                                                                                                                                                       
66	7	42	06:16	17:55	17:41                                                                                                                                                                                                                                       
67	1	45	06:15	17:52	17:42                                                                                                                                                                                                                                       
67	2	42	06:19	17:55	17:48                                                                                                                                                                                                                                       
67	3	45	06:16	17:52	17:44                                                                                                                                                                                                                                       
67	4	44	06:22	17:50	17:49                                                                                                                                                                                                                                       
67	5	41	06:16	17:49	17:37                                                                                                                                                                                                                                       
67	6	43	06:13	17:52	17:47                                                                                                                                                                                                                                       
67	7	43	06:14	17:51	17:39                                                                                                                                                                                                                                       
68	1	46	06:18	17:50	17:48                                                                                                                                                                                                                                       
68	2	45	06:18	17:54	17:43                                                                                                                                                                                                                                       
68	3	44	06:16	17:52	17:41                                                                                                                                                                                                                                       
68	4	46	06:18	17:54	17:48                                                                                                                                                                                                                                       
68	5	46	06:16	17:52	17:50                                                                                                                                                                                                                                       
68	6	44	06:16	17:51	17:43                                                                                                                                                                                                                                       
68	7	44	06:17	17:52	17:41                                                                                                                                                                                                                                       
69	1	46	06:18	17:52	17:48                                                                                                                                                                                                                                       
69	2	45	06:21	17:53	17:50                                                                                                                                                                                                                                       
69	3	46	06:15	17:56	17:45                                                                                                                                                                                                                                       
69	4	46	06:15	17:58	17:55                                                                                                                                                                                                                                       
69	5	45	06:13	17:51	17:46                                                                                                                                                                                                                                       
69	6	44	06:18	17:53	17:29                                                                                                                                                                                                                                       
69	7	40	06:19	17:54	17:43                                                                                                                                                                                                                                       
70	1	46	06:15	17:51	17:45                                                                                                                                                                                                                                       
70	2	46	06:18	17:55	17:53                                                                                                                                                                                                                                       
70	3	46	06:18	17:55	17:48                                                                                                                                                                                                                                       
70	4	45	06:16	17:51	17:41                                                                                                                                                                                                                                       
70	5	46	06:19	17:52	17:49                                                                                                                                                                                                                                       
70	6	45	06:20	17:53	17:45                                                                                                                                                                                                                                       
70	7	46	06:14	17:54	17:47                                                                                                                                                                                                                                       
71	1	46	06:18	17:49	17:48                                                                                                                                                                                                                                       
71	2	39	06:16	17:56	17:51                                                                                                                                                                                                                                       
71	3	46	06:16	17:51	17:46                                                                                                                                                                                                                                       
71	4	43	06:16	17:52	17:51                                                                                                                                                                                                                                       
71	5	42	06:19	17:50	17:35                                                                                                                                                                                                                                       
71	6	45	06:20	17:54	17:44                                                                                                                                                                                                                                       
71	7	44	06:19	17:54	17:41                                                                                                                                                                                                                                       
72	1	44	06:17	17:53	17:44                                                                                                                                                                                                                                       
72	2	41	06:21	17:52	17:51                                                                                                                                                                                                                                       
72	3	43	06:15	17:53	17:43                                                                                                                                                                                                                                       
72	4	46	06:16	17:53	17:52                                                                                                                                                                                                                                       
72	5	45	06:20	17:50	17:35                                                                                                                                                                                                                                       
72	6	45	06:15	17:50	17:42                                                                                                                                                                                                                                       
72	7	45	06:17	17:54	17:39                                                                                                                                                                                                                                       
73	1	44	06:13	17:53	17:44                                                                                                                                                                                                                                       
73	2	44	06:13	17:52	17:43                                                                                                                                                                                                                                       
73	3	44	06:22	17:55	17:44                                                                                                                                                                                                                                       
73	4	43	06:20	17:54	17:39                                                                                                                                                                                                                                       
73	5	46	06:18	17:54	17:49                                                                                                                                                                                                                                       
73	6	46	06:20	17:53	17:50                                                                                                                                                                                                                                       
73	7	45	06:14	17:52	17:37                                                                                                                                                                                                                                       
74	1	44	06:21	17:51	17:38                                                                                                                                                                                                                                       
74	2	45	06:18	17:55	17:33                                                                                                                                                                                                                                       
74	3	46	06:17	17:51	17:47                                                                                                                                                                                                                                       
74	4	45	06:17	17:50	17:46                                                                                                                                                                                                                                       
74	5	44	06:23	17:49	17:45                                                                                                                                                                                                                                       
74	6	45	06:18	17:49	17:36                                                                                                                                                                                                                                       
74	7	46	06:14	17:54	17:44                                                                                                                                                                                                                                       
75	1	46	06:17	17:52	17:47                                                                                                                                                                                                                                       
75	2	45	06:15	17:52	17:39                                                                                                                                                                                                                                       
75	3	44	06:18	17:52	17:48                                                                                                                                                                                                                                       
75	4	46	06:17	17:55	17:53                                                                                                                                                                                                                                       
75	5	46	06:12	17:53	17:42                                                                                                                                                                                                                                       
75	6	45	06:16	17:51	17:44                                                                                                                                                                                                                                       
75	7	46	06:17	17:55	17:47                                                                                                                                                                                                                                       
76	1	45	06:15	17:54	17:40                                                                                                                                                                                                                                       
76	2	46	06:16	17:54	17:46                                                                                                                                                                                                                                       
76	3	45	06:14	17:52	17:49                                                                                                                                                                                                                                       
76	4	45	06:15	17:51	17:41                                                                                                                                                                                                                                       
76	5	46	06:20	17:51	17:50                                                                                                                                                                                                                                       
76	6	45	06:14	17:53	17:40                                                                                                                                                                                                                                       
76	7	46	06:17	17:49	17:47                                                                                                                                                                                                                                       
77	1	44	06:17	17:53	17:50                                                                                                                                                                                                                                       
77	2	44	06:17	17:46	17:38                                                                                                                                                                                                                                       
77	3	45	06:15	17:55	17:40                                                                                                                                                                                                                                       
77	4	43	06:18	17:47	17:33                                                                                                                                                                                                                                       
77	5	46	06:19	17:54	17:49                                                                                                                                                                                                                                       
77	6	43	06:18	17:51	17:48                                                                                                                                                                                                                                       
77	7	45	06:14	17:54	17:55                                                                                                                                                                                                                                       
78	1	43	06:12	17:52	17:47                                                                                                                                                                                                                                       
78	2	46	06:13	17:52	17:43                                                                                                                                                                                                                                       
78	3	45	06:16	17:50	17:41                                                                                                                                                                                                                                       
78	4	43	06:15	17:54	17:32                                                                                                                                                                                                                                       
78	5	43	06:19	17:57	17:55                                                                                                                                                                                                                                       
78	6	46	06:16	17:52	17:46                                                                                                                                                                                                                                       
78	7	46	06:17	17:51	17:47                                                                                                                                                                                                                                       
79	1	45	06:20	17:52	17:46                                                                                                                                                                                                                                       
79	2	46	06:14	17:50	17:44                                                                                                                                                                                                                                       
79	3	40	06:15	17:50	17:35                                                                                                                                                                                                                                       
79	4	45	06:16	17:55	17:40                                                                                                                                                                                                                                       
79	5	45	06:22	17:52	17:46                                                                                                                                                                                                                                       
79	6	39	06:19	17:49	17:34                                                                                                                                                                                                                                       
79	7	45	06:17	17:52	17:48                                                                                                                                                                                                                                       
80	1	43	06:22	17:51	17:47                                                                                                                                                                                                                                       
80	2	46	06:19	17:51	17:59                                                                                                                                                                                                                                       
80	3	41	06:20	17:51	17:39                                                                                                                                                                                                                                       
80	4	46	06:19	17:52	17:49                                                                                                                                                                                                                                       
80	5	45	06:17	17:52	17:42                                                                                                                                                                                                                                       
80	6	46	06:16	17:50	17:46                                                                                                                                                                                                                                       
80	7	44	06:17	17:51	17:37                                                                                                                                                                                                                                       
81	1	46	06:15	17:50	17:45                                                                                                                                                                                                                                       
81	2	42	06:19	17:55	17:42                                                                                                                                                                                                                                       
81	3	44	06:15	17:51	17:46                                                                                                                                                                                                                                       
81	4	46	06:18	17:52	17:48                                                                                                                                                                                                                                       
81	5	45	06:16	17:54	17:41                                                                                                                                                                                                                                       
81	6	43	06:17	17:51	17:37                                                                                                                                                                                                                                       
81	7	43	06:18	17:50	17:45                                                                                                                                                                                                                                       
82	1	46	06:13	17:53	17:43                                                                                                                                                                                                                                       
82	2	39	06:20	17:54	17:39                                                                                                                                                                                                                                       
82	3	41	06:19	17:52	17:49                                                                                                                                                                                                                                       
82	4	44	06:17	17:54	17:48                                                                                                                                                                                                                                       
82	5	43	06:19	17:50	17:46                                                                                                                                                                                                                                       
82	6	42	06:22	17:53	17:52                                                                                                                                                                                                                                       
82	7	45	06:16	17:52	17:51                                                                                                                                                                                                                                       
83	1	43	06:10	17:55	17:49                                                                                                                                                                                                                                       
83	2	44	06:18	17:54	17:43                                                                                                                                                                                                                                       
83	3	43	06:16	17:53	17:49                                                                                                                                                                                                                                       
83	4	46	06:16	17:51	17:46                                                                                                                                                                                                                                       
83	5	45	06:18	17:54	17:51                                                                                                                                                                                                                                       
83	6	38	06:15	17:53	17:51                                                                                                                                                                                                                                       
83	7	43	06:22	17:51	17:39                                                                                                                                                                                                                                       
84	1	46	06:13	17:51	17:43                                                                                                                                                                                                                                       
84	2	46	06:21	17:52	17:51                                                                                                                                                                                                                                       
84	3	46	06:17	17:51	17:47                                                                                                                                                                                                                                       
84	4	46	06:18	17:50	17:48                                                                                                                                                                                                                                       
84	5	46	06:20	17:52	17:50                                                                                                                                                                                                                                       
84	6	46	06:17	17:49	17:47                                                                                                                                                                                                                                       
84	7	42	06:18	17:51	17:44                                                                                                                                                                                                                                       
85	1	46	06:14	17:56	17:50                                                                                                                                                                                                                                       
85	2	44	06:20	17:52	17:38                                                                                                                                                                                                                                       
85	3	44	06:20	17:51	17:40                                                                                                                                                                                                                                       
85	4	44	06:15	17:47	17:34                                                                                                                                                                                                                                       
85	5	46	06:18	17:53	17:48                                                                                                                                                                                                                                       
85	6	46	06:20	17:51	17:50                                                                                                                                                                                                                                       
85	7	45	06:12	17:52	17:37                                                                                                                                                                                                                                       
86	1	45	06:22	17:53	17:50                                                                                                                                                                                                                                       
86	2	46	06:17	17:52	17:47                                                                                                                                                                                                                                       
86	3	41	06:16	17:52	17:41                                                                                                                                                                                                                                       
86	4	46	06:13	17:52	17:43                                                                                                                                                                                                                                       
86	5	45	06:13	17:49	17:43                                                                                                                                                                                                                                       
86	6	41	06:18	17:53	17:47                                                                                                                                                                                                                                       
86	7	46	06:16	17:53	17:46                                                                                                                                                                                                                                       
87	1	45	06:21	17:51	17:36                                                                                                                                                                                                                                       
87	2	46	06:13	17:53	17:43                                                                                                                                                                                                                                       
87	3	46	06:17	17:52	17:47                                                                                                                                                                                                                                       
87	4	45	06:17	17:53	17:39                                                                                                                                                                                                                                       
87	5	46	06:17	17:49	17:47                                                                                                                                                                                                                                       
87	6	45	06:17	17:54	17:45                                                                                                                                                                                                                                       
87	7	42	06:16	17:47	17:46                                                                                                                                                                                                                                       
88	1	42	06:15	17:53	17:31                                                                                                                                                                                                                                       
88	2	45	06:17	17:51	17:50                                                                                                                                                                                                                                       
88	3	46	06:17	17:52	17:48                                                                                                                                                                                                                                       
88	4	43	06:15	17:53	17:50                                                                                                                                                                                                                                       
88	5	45	06:21	17:48	17:36                                                                                                                                                                                                                                       
88	6	41	06:15	17:50	17:39                                                                                                                                                                                                                                       
88	7	45	06:14	17:51	17:40                                                                                                                                                                                                                                       
89	1	44	06:20	17:54	17:39                                                                                                                                                                                                                                       
89	2	43	06:19	17:51	17:36                                                                                                                                                                                                                                       
89	3	42	06:24	17:51	17:49                                                                                                                                                                                                                                       
89	4	45	06:14	17:54	17:39                                                                                                                                                                                                                                       
89	5	44	06:16	17:48	17:46                                                                                                                                                                                                                                       
89	6	44	06:10	17:53	17:49                                                                                                                                                                                                                                       
89	7	45	06:22	17:50	17:37                                                                                                                                                                                                                                       
90	1	45	06:18	17:51	17:40                                                                                                                                                                                                                                       
90	2	45	06:19	17:51	17:46                                                                                                                                                                                                                                       
90	3	45	06:19	17:50	17:39                                                                                                                                                                                                                                       
90	4	46	06:21	17:52	17:51                                                                                                                                                                                                                                       
90	5	46	06:11	17:54	17:41                                                                                                                                                                                                                                       
90	6	43	06:17	17:53	17:44                                                                                                                                                                                                                                       
90	7	46	06:17	17:51	17:47                                                                                                                                                                                                                                       
91	1	46	06:19	17:50	17:49                                                                                                                                                                                                                                       
91	2	41	06:15	17:52	17:43                                                                                                                                                                                                                                       
91	3	44	06:17	17:52	17:45                                                                                                                                                                                                                                       
91	4	41	06:20	17:53	17:42                                                                                                                                                                                                                                       
91	5	45	06:17	17:51	17:45                                                                                                                                                                                                                                       
91	6	43	06:17	17:55	17:46                                                                                                                                                                                                                                       
91	7	43	06:16	17:51	17:43                                                                                                                                                                                                                                       
92	1	45	06:14	17:53	17:40                                                                                                                                                                                                                                       
92	2	38	06:20	17:50	17:40                                                                                                                                                                                                                                       
92	3	45	06:23	17:51	17:38                                                                                                                                                                                                                                       
92	4	45	06:18	17:51	17:43                                                                                                                                                                                                                                       
92	5	46	06:15	17:52	17:45                                                                                                                                                                                                                                       
92	6	45	06:18	17:53	17:49                                                                                                                                                                                                                                       
92	7	45	06:18	17:50	17:40                                                                                                                                                                                                                                       
93	1	46	06:19	17:51	17:49                                                                                                                                                                                                                                       
93	2	46	06:14	17:53	17:44                                                                                                                                                                                                                                       
93	3	43	06:16	17:52	17:45                                                                                                                                                                                                                                       
93	4	45	06:15	17:52	17:30                                                                                                                                                                                                                                       
93	5	43	06:14	17:50	17:35                                                                                                                                                                                                                                       
93	6	46	06:17	17:55	17:47                                                                                                                                                                                                                                       
93	7	43	06:17	17:51	17:42                                                                                                                                                                                                                                       
94	1	38	06:19	17:52	17:46                                                                                                                                                                                                                                       
94	2	46	06:18	17:50	17:48                                                                                                                                                                                                                                       
94	3	43	06:16	17:55	17:41                                                                                                                                                                                                                                       
94	4	46	06:17	17:48	17:47                                                                                                                                                                                                                                       
94	5	43	06:15	17:54	17:42                                                                                                                                                                                                                                       
94	6	46	06:20	17:52	18:05                                                                                                                                                                                                                                       
94	7	44	06:14	17:56	17:54                                                                                                                                                                                                                                       
95	1	45	06:19	17:53	17:44                                                                                                                                                                                                                                       
95	2	41	06:21	17:52	17:38                                                                                                                                                                                                                                       
95	3	43	06:15	17:46	17:35                                                                                                                                                                                                                                       
95	4	45	06:21	17:51	17:36                                                                                                                                                                                                                                       
95	5	45	06:12	17:52	17:47                                                                                                                                                                                                                                       
95	6	45	06:17	17:54	17:42                                                                                                                                                                                                                                       
95	7	46	06:19	17:52	17:49                                                                                                                                                                                                                                       
96	1	46	06:13	17:53	17:43                                                                                                                                                                                                                                       
96	2	46	06:20	17:54	17:50                                                                                                                                                                                                                                       
96	3	44	06:18	17:53	17:38                                                                                                                                                                                                                                       
96	4	45	06:16	17:54	17:41                                                                                                                                                                                                                                       
96	5	43	06:18	17:51	17:44                                                                                                                                                                                                                                       
96	6	45	06:17	17:53	17:46                                                                                                                                                                                                                                       
96	7	45	06:17	17:50	17:47                                                                                                                                                                                                                                       
97	1	46	06:17	17:48	17:47                                                                                                                                                                                                                                       
97	2	45	06:21	17:51	17:45                                                                                                                                                                                                                                       
97	3	44	06:11	17:53	17:28                                                                                                                                                                                                                                       
97	4	40	06:19	17:51	17:36                                                                                                                                                                                                                                       
97	5	44	06:18	17:52	17:40                                                                                                                                                                                                                                       
97	6	40	06:19	17:48	17:43                                                                                                                                                                                                                                       
97	7	45	06:20	17:51	17:48                                                                                                                                                                                                                                       
98	1	46	06:12	17:56	17:42                                                                                                                                                                                                                                       
98	2	42	06:15	17:48	17:35                                                                                                                                                                                                                                       
98	3	40	06:11	17:50	17:47                                                                                                                                                                                                                                       
98	4	43	06:18	17:51	17:47                                                                                                                                                                                                                                       
98	5	45	06:19	17:50	17:49                                                                                                                                                                                                                                       
98	6	44	06:15	17:55	17:41                                                                                                                                                                                                                                       
98	7	45	06:15	17:53	17:41                                                                                                                                                                                                                                       
99	1	46	06:20	17:51	17:50                                                                                                                                                                                                                                       
99	2	44	06:14	17:49	17:35                                                                                                                                                                                                                                       
99	3	45	06:15	17:48	17:40                                                                                                                                                                                                                                       
99	4	46	06:22	17:54	17:52                                                                                                                                                                                                                                       
99	5	46	06:16	17:49	17:46                                                                                                                                                                                                                                       
99	6	46	06:17	17:52	17:49                                                                                                                                                                                                                                       
99	7	41	06:20	17:50	17:41                                                                                                                                                                                                                                       
100	1	46	06:19	17:53	17:49                                                                                                                                                                                                                                      
100	2	46	06:17	17:50	17:47                                                                                                                                                                                                                                      
100	3	44	06:15	17:50	17:35                                                                                                                                                                                                                                      
100	4	46	06:17	17:54	17:47                                                                                                                                                                                                                                      
100	5	43	06:18	17:54	17:41                                                                                                                                                                                                                                      
100	6	43	06:10	17:49	17:41                                                                                                                                                                                                                                      
100	7	46	06:20	17:52	17:51                                                                                                                                                                                                                                      
