id;X;Y;order;hole;Month
1;814989;1604179;1;FALSE;May 17
2;814911;1603914;2;FALSE;May 17
3;814878;1603882;3;FALSE;May 17
4;813968;1603403;4;FALSE;May 17
5;813794;1603349;5;FALSE;May 17
6;813426;1604260;6;FALSE;May 17
7;814145;1604817;7;FALSE;May 17
8;814274;1604852;8;FALSE;May 17
9;814387;1604851;9;FALSE;May 17
10;814989;1604179;10;FALSE;May 17
